userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas,Renta_zona_usuario,sentiment
182915721,Albamuse,1.07,0.87,0.0,0.0,0.73,0.27,1.93,0.07,1.73,0.8,0.87,1.6,0.67,1.07,0.07,0.0,0.47,0.07,0.6,2.13,2.93,5.07,1.87,0.93,1.07,1.6,2.4,2.27,3.0,1.93,0.2,0.0,1.0,0.0,1.2,0.47,0.2,0.0,0.07,0.0,0.0,3.73,0.47,1.0,5.85,3.0,4.47,2.27,2.07,1.6,3.13,0.67,0.27,0.2,0.4,0.2,0.0,0.0,0.67,6.8,7.47,16450.0,0.46
184760441,FrancoCalderaro,0.2,0.57,0.0,0.0,0.31,0.12,0.65,0.08,1.22,0.73,0.37,0.86,0.53,0.73,0.12,0.0,0.2,0.08,0.27,2.82,2.2,5.02,1.08,0.8,1.06,0.8,3.16,3.14,2.71,0.71,0.18,0.08,0.37,0.0,0.41,0.06,0.2,0.0,0.02,0.0,0.02,0.16,0.04,0.96,6.62,3.16,5.26,2.45,1.67,0.67,2.1,0.37,0.14,0.08,0.31,0.06,0.04,0.02,0.33,4.47,5.29,12250.0,0.43
184811547,Pedroclamavi,0.38,1.8,0.12,0.02,0.61,0.17,2.14,0.17,2.8,1.14,1.5,2.07,0.91,1.96,0.16,0.0,0.42,0.13,0.29,0.98,4.02,5.0,2.58,1.09,1.66,1.97,1.38,1.32,2.99,2.27,0.36,0.19,1.14,0.0,1.36,0.42,0.3,0.1,0.06,0.0,0.06,0.03,0.15,0.42,5.22,3.0,4.24,1.63,1.15,1.5,4.0,1.05,0.38,0.32,0.68,0.33,0.09,0.02,0.95,5.87,8.95,13650.0,0.23
185230624,Isuka11,0.11,1.67,0.11,0.0,0.56,0.17,1.67,0.17,3.22,1.39,0.89,2.17,0.44,1.5,0.94,0.0,0.61,0.17,0.22,0.78,3.56,4.33,2.11,0.94,1.83,1.17,1.33,1.28,2.83,1.67,0.28,0.0,0.78,0.06,1.22,0.28,0.17,0.0,0.0,0.0,0.06,0.06,0.44,0.06,4.48,2.61,3.64,0.89,0.33,1.44,1.39,0.78,0.17,0.22,0.56,0.22,0.06,0.0,0.72,5.73,7.78,15050.0,0.03
186031968,josepoli7,0.11,0.56,0.0,0.11,0.0,0.0,0.78,0.0,1.11,0.56,0.44,1.0,0.11,0.78,0.11,0.0,0.11,0.0,0.11,3.33,2.56,5.89,1.89,0.33,1.33,0.78,3.78,3.67,2.44,0.67,0.0,0.0,0.56,0.0,0.56,0.11,0.0,0.0,0.0,0.0,0.0,3.56,5.89,1.22,8.45,5.44,7.17,3.78,1.78,0.67,3.33,0.78,0.33,0.22,0.44,0.11,0.0,0.0,0.78,4.06,5.22,15750.0,0.01
186128718,LuAl_Gonzalez,0.11,0.22,0.0,0.0,0.0,0.11,0.33,0.0,1.0,0.56,0.33,0.78,0.11,0.44,0.11,0.0,0.33,0.0,0.11,1.0,1.89,2.89,1.22,0.33,1.11,0.44,1.33,1.33,2.0,0.44,0.0,0.11,0.22,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.11,4.33,0.33,1.0,7.24,3.11,5.0,1.33,0.89,0.44,2.11,1.33,0.67,0.44,1.11,0.22,0.0,0.11,1.33,3.97,4.0,12250.0,0.8
186256294,DJFlow68,0.08,0.79,0.0,0.0,0.35,0.0,0.79,0.08,2.4,0.81,1.0,1.56,0.42,1.29,0.58,0.0,0.48,0.02,0.17,3.44,4.48,7.92,2.73,0.98,1.88,1.83,4.21,4.21,3.19,0.5,0.17,0.04,0.31,0.0,0.33,0.06,0.06,0.0,0.04,0.0,0.0,0.04,0.21,1.04,6.95,3.79,5.49,3.06,0.79,1.52,4.29,1.1,0.27,0.52,0.73,0.38,0.06,0.12,1.04,5.33,8.27,12250.0,0.26
187226661,RamosMartinAna,0.28,1.45,0.02,0.02,0.39,0.12,1.67,0.12,1.62,0.96,0.57,1.47,0.27,0.95,0.09,0.0,0.35,0.15,0.2,0.61,2.26,2.88,1.63,0.39,1.14,0.86,0.88,0.86,1.76,1.54,0.27,0.05,0.97,0.0,0.93,0.23,0.18,0.09,0.08,0.01,0.04,0.32,0.0,0.1,4.77,3.59,4.06,1.61,1.43,1.15,0.77,0.67,0.28,0.22,0.54,0.12,0.03,0.03,0.63,5.23,5.23,15750.0,-0.11
188253028,maravillas24hs,0.0,0.42,0.0,0.0,0.17,0.08,0.42,0.0,0.67,0.5,0.08,0.42,0.17,0.42,0.08,0.0,0.0,0.0,0.08,1.67,2.17,3.83,1.08,0.92,0.92,1.08,1.83,1.83,2.5,0.17,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,4.5,1.0,8.88,4.08,8.04,1.5,1.33,0.67,1.5,0.33,0.25,0.0,0.25,0.0,0.0,0.0,0.33,4.01,3.92,10850.0,0.68
188440406,Oskarfp,0.15,0.85,0.06,0.03,0.24,0.27,0.91,0.18,1.64,0.67,0.85,1.55,0.3,0.91,0.12,0.0,0.42,0.15,0.33,1.73,2.48,4.21,1.88,0.42,1.09,1.24,1.88,1.91,2.55,0.7,0.03,0.03,0.48,0.0,0.45,0.06,0.09,0.03,0.06,0.0,0.0,0.12,3.15,0.85,7.0,4.48,5.77,1.36,1.09,1.18,1.21,0.82,0.27,0.3,0.73,0.09,0.0,0.06,0.82,5.59,5.67,12250.0,0.31
188841268,VirginiaAkitu,0.19,1.04,0.04,0.0,0.92,0.04,1.27,0.0,2.0,1.04,0.96,1.96,0.04,1.27,0.0,0.0,0.65,0.04,0.04,1.88,3.27,5.15,3.08,0.12,1.19,2.0,1.96,1.96,3.15,0.62,0.08,0.0,0.23,0.0,0.35,0.08,0.08,0.0,0.08,0.0,0.04,1.35,1.96,1.04,6.17,2.35,4.48,2.0,1.08,1.31,0.54,0.27,0.19,0.04,0.15,0.12,0.0,0.0,0.27,7.58,6.42,16450.0,0.74
190862906,elsumillerfiel,0.14,1.26,0.02,0.0,0.56,0.06,1.4,0.02,1.18,0.5,0.66,1.08,0.2,0.36,0.02,0.0,0.74,0.04,0.1,1.86,2.64,4.5,2.0,0.46,1.14,1.04,2.32,2.04,2.28,0.88,0.14,0.02,0.36,0.0,0.52,0.2,0.06,0.08,0.02,0.0,0.0,0.3,0.44,1.04,7.08,3.78,5.4,1.74,1.22,0.7,2.9,0.4,0.16,0.1,0.26,0.12,0.0,0.0,0.4,4.75,5.86,12950.0,0.27
191405135,spidinetworks,0.54,1.09,0.0,0.0,0.57,0.0,1.63,0.0,1.63,1.11,0.0,1.09,0.04,1.09,0.52,0.0,0.0,0.0,0.02,0.93,0.59,1.52,0.54,0.02,0.57,0.0,0.96,0.96,1.98,1.09,0.52,0.0,1.07,0.0,1.07,0.0,0.02,0.0,0.0,0.0,0.0,2.17,1.52,1.0,8.38,4.48,7.52,2.0,1.46,0.54,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,4.28,13650.0,0.36
195309085,1smile4_JByAM,1.0,2.5,0.17,0.0,0.67,0.0,3.5,0.17,1.0,0.5,0.33,0.83,0.0,0.17,0.17,0.0,0.33,0.17,0.0,0.33,1.83,2.17,1.67,0.0,0.83,0.83,0.5,0.5,2.33,3.0,1.0,0.17,2.0,0.0,2.17,0.33,0.33,0.17,0.0,0.0,0.0,1.83,0.0,0.0,4.34,2.5,4.0,1.0,0.83,1.17,1.33,1.17,0.17,0.5,1.17,0.0,0.17,0.0,1.0,5.91,7.33,10850.0,0.95
196332005,enricpey,0.5,0.9,0.0,0.0,0.3,0.15,1.35,0.05,1.8,0.7,0.85,1.3,0.5,0.9,0.25,0.0,0.4,0.15,0.15,1.8,2.15,3.95,1.45,0.5,0.85,1.05,2.05,2.0,2.4,0.8,0.15,0.05,0.3,0.0,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.7,5.4,0.8,7.16,3.85,5.72,2.15,1.75,0.7,6.0,1.0,0.3,0.35,0.75,0.25,0.05,0.1,0.95,4.82,5.85,15050.0,0.25
197123103,JosepBaila,0.01,2.05,0.01,0.0,2.83,0.03,1.29,0.78,2.08,1.77,0.23,1.94,0.08,0.28,0.08,0.0,1.68,0.03,0.01,5.87,3.03,8.9,2.07,0.13,1.89,0.3,6.7,6.7,3.59,1.93,0.03,0.0,0.97,0.0,0.25,0.79,0.88,0.0,0.0,0.0,0.0,0.83,0.16,0.09,4.17,3.72,3.75,7.01,1.75,1.86,3.47,1.79,0.19,0.03,1.76,0.02,0.04,0.01,1.75,6.55,10.17,12950.0,-0.41
197429451,jagueto,0.1,1.0,0.0,0.0,0.81,0.1,1.1,0.0,2.24,0.95,0.81,1.38,0.62,0.9,0.48,0.0,0.52,0.05,0.29,3.33,4.24,7.57,1.76,1.71,1.38,2.1,4.1,4.1,3.86,1.05,0.29,0.05,0.52,0.0,0.57,0.14,0.1,0.0,0.0,0.14,0.1,0.1,0.81,1.0,6.31,2.9,5.02,3.52,2.0,0.71,3.71,0.86,0.43,0.19,0.71,0.14,0.05,0.0,0.81,5.03,9.19,16450.0,0.42
197944513,JaviSolfa,0.11,1.14,0.01,0.01,0.57,0.11,1.16,0.11,2.22,0.86,1.23,1.88,0.39,1.32,0.14,0.0,0.58,0.09,0.19,1.21,3.22,4.43,2.34,0.63,1.27,1.63,1.53,1.47,2.75,0.58,0.09,0.05,0.19,0.0,0.28,0.19,0.03,0.03,0.0,0.0,0.05,0.0,0.54,0.97,6.52,3.58,5.31,0.92,0.67,1.15,0.97,0.86,0.21,0.3,0.66,0.18,0.03,0.01,0.83,5.47,6.24,14350.0,0.08
198639865,Milanlomo,0.45,1.82,0.0,0.09,0.36,0.0,2.18,0.18,4.09,2.45,1.55,3.55,1.0,3.18,0.09,0.0,0.55,0.09,0.45,1.36,5.64,7.0,4.09,1.36,3.09,2.09,1.82,1.55,4.0,1.36,0.09,0.09,0.64,0.0,0.55,0.36,0.09,0.36,0.0,0.0,0.0,0.0,0.18,1.0,5.74,3.0,4.36,0.82,0.64,1.55,3.91,1.82,0.45,0.64,1.27,0.55,0.09,0.09,1.73,6.23,9.55,12950.0,-0.19
199238179,Raymon86,0.0,0.33,0.0,0.0,0.0,0.22,0.33,0.0,1.11,0.44,0.56,1.11,0.11,1.0,0.11,0.0,0.0,0.0,0.11,1.22,3.0,4.22,2.22,0.56,1.33,1.44,1.44,1.44,2.67,0.22,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.56,0.0,1.0,6.84,4.33,5.17,1.22,1.11,0.56,1.56,0.78,0.33,0.11,0.67,0.0,0.0,0.11,0.67,4.37,4.67,12950.0,0.21
200541776,AgustinLowpozi,0.4,0.65,0.04,0.0,0.37,0.14,1.03,0.02,4.95,2.0,2.22,3.87,0.74,3.83,0.73,0.0,0.32,0.05,0.21,3.64,7.52,11.15,5.29,1.25,2.62,3.01,5.53,4.61,6.33,0.31,0.06,0.01,0.07,0.0,0.14,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,5.57,2.84,4.67,2.07,1.21,2.06,4.14,1.26,0.45,0.34,0.98,0.24,0.01,0.08,1.24,6.53,11.31,10850.0,0.1
204048135,isarium,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,1.33,0.67,0.67,1.33,0.0,0.33,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.67,0.33,2.0,2.0,2.33,1.0,0.33,0.67,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,2.0,6.33,1.0,8.0,6.0,7.33,1.33,1.0,1.0,1.67,1.33,1.33,0.0,1.33,0.0,0.0,0.0,1.33,4.89,3.33,16450.0,0.58
204946958,vazquez_aj,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.75,0.75,1.0,1.75,0.0,1.75,0.0,0.0,0.0,0.0,0.0,3.5,2.5,6.0,1.75,0.75,1.25,1.25,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.0,6.76,2.75,5.62,2.25,0.75,0.75,1.25,1.0,0.5,0.0,0.75,0.25,0.0,0.0,0.75,4.81,5.25,11550.0,0.34
205678729,SebaPomares,0.1,0.5,0.0,0.0,0.45,0.0,0.6,0.0,1.25,0.3,0.9,1.0,0.25,0.6,0.05,0.0,0.45,0.05,0.05,1.85,2.2,4.05,1.6,0.4,0.55,1.45,2.05,2.05,2.2,0.35,0.2,0.05,0.1,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.1,1.45,2.1,1.05,7.88,3.6,5.88,2.2,1.65,0.95,1.65,0.3,0.05,0.05,0.3,0.0,0.0,0.0,0.3,4.96,4.4,10150.0,0.37
205868586,angora_ph,0.22,0.78,0.02,0.02,0.4,0.07,1.02,0.03,2.6,1.27,0.89,1.9,0.49,1.61,0.44,0.0,0.45,0.09,0.16,1.14,4.86,5.99,3.5,0.7,1.92,2.15,1.92,1.79,3.79,0.79,0.07,0.02,0.34,0.0,0.46,0.17,0.07,0.07,0.02,0.0,0.01,0.09,0.52,0.94,6.18,3.32,4.98,1.48,1.1,1.34,2.49,0.67,0.3,0.18,0.49,0.15,0.0,0.03,0.67,5.31,7.55,15050.0,0.11
207924866,associacioamisi,0.0,0.55,0.0,0.0,0.5,0.0,0.5,0.05,1.05,0.41,0.55,0.91,0.09,0.45,0.09,0.0,0.5,0.0,0.0,0.55,1.64,2.18,0.91,0.05,0.23,0.68,1.27,1.23,2.18,0.09,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.59,2.05,1.23,8.63,6.41,7.64,1.64,1.18,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,3.45,12950.0,-0.18
208625160,elpatiodelmaest,0.0,0.95,0.05,0.0,0.25,0.05,0.85,0.15,2.25,1.45,0.65,1.6,0.65,1.65,0.15,0.0,0.3,0.1,0.2,0.4,3.6,4.0,2.5,0.95,2.35,1.05,0.6,0.55,2.35,0.85,0.2,0.0,0.2,0.0,0.35,0.2,0.2,0.0,0.05,0.0,0.05,0.25,7.0,1.0,8.05,4.45,6.6,0.75,0.5,0.85,2.1,0.95,0.5,0.2,0.5,0.45,0.0,0.0,0.95,4.92,5.65,15050.0,0.05
208843885,alefalimusica,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0,1.0,3.0,4.0,4.0,7.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.15,2.0,4.5,1.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,6.36,11.0,13650.0,0.88
210872149,maxi164,0.07,0.14,0.0,0.0,0.07,0.0,0.21,0.0,1.21,0.93,0.29,1.36,0.0,1.14,0.0,0.0,0.07,0.0,0.14,1.71,2.36,4.07,2.21,0.0,0.71,1.0,2.36,1.86,2.29,0.21,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,1.57,4.29,1.0,7.29,4.21,6.54,1.64,1.0,0.21,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,4.36,10150.0,0.43
210930715,jofralo05,0.02,0.13,0.0,0.0,0.06,0.02,0.14,0.01,0.2,0.09,0.1,0.17,0.06,0.12,0.01,0.0,0.05,0.01,0.03,3.88,1.22,5.1,0.24,0.1,0.16,0.18,4.76,4.76,2.19,0.13,0.02,0.01,0.07,0.0,0.08,0.02,0.02,0.0,0.01,0.0,0.0,2.45,0.0,1.01,6.8,2.27,5.04,1.9,1.82,1.04,2.57,0.1,0.04,0.04,0.07,0.04,0.0,0.0,0.1,4.54,5.38,15050.0,0.17
211799482,BERNA_NAIZ,0.36,1.79,0.07,0.0,0.14,0.57,2.07,0.14,2.57,0.79,0.57,1.57,0.0,0.71,1.21,0.0,0.36,0.21,0.21,1.29,2.5,3.79,1.5,0.71,1.14,1.07,1.57,1.57,2.21,1.64,0.5,0.0,1.14,0.0,1.43,0.0,0.14,0.07,0.0,0.0,0.0,0.21,0.5,0.36,6.3,2.21,4.71,3.57,2.64,1.43,9.5,0.79,0.29,0.36,0.57,0.21,0.0,0.0,0.71,4.71,7.86,11550.0,0.53
211933965,puigventos,0.5,1.5,0.0,0.0,0.5,0.5,2.0,0.0,4.0,2.0,0.5,2.5,0.5,2.0,1.5,0.0,0.5,0.0,0.0,0.5,3.5,4.0,2.5,1.0,2.5,1.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.11,4.5,5.0,2.5,1.0,1.5,5.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,6.06,8.0,14350.0,0.31
213611782,CarlosMSalado,0.4,0.7,0.1,0.0,0.4,0.2,1.0,0.1,1.7,1.0,0.5,1.5,0.2,0.7,0.2,0.0,0.5,0.2,0.2,0.8,1.9,2.7,1.5,0.4,0.9,1.0,0.8,0.8,1.3,0.5,0.2,0.0,0.3,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.3,6.92,3.7,4.9,1.0,0.9,0.7,1.8,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,3.9,4.7,12950.0,0.18
213619474,sito_ito,0.38,1.33,0.12,0.08,0.5,0.21,1.67,0.25,2.33,1.38,0.58,1.96,0.29,1.33,0.38,0.0,0.54,0.04,0.17,0.58,2.67,3.25,2.08,0.42,1.38,1.04,0.83,0.75,2.25,1.83,0.42,0.12,1.0,0.0,1.0,0.29,0.29,0.17,0.0,0.08,0.0,0.04,0.0,0.29,5.04,2.75,3.65,1.04,0.92,1.0,2.08,0.92,0.46,0.17,0.88,0.04,0.04,0.04,0.88,5.36,6.29,10850.0,0.15
214399884,mikelurkizu,0.03,0.88,0.01,0.0,0.79,0.01,0.91,0.0,1.31,0.38,0.87,1.19,0.08,0.45,0.06,0.0,0.79,0.0,0.01,0.63,1.54,2.17,1.21,0.18,0.39,0.98,0.8,0.78,1.53,0.1,0.02,0.0,0.05,0.0,0.04,0.02,0.02,0.01,0.01,0.0,0.0,0.03,0.0,1.0,7.13,4.43,4.59,0.34,0.23,0.34,0.37,0.16,0.08,0.04,0.12,0.04,0.0,0.01,0.16,3.7,3.73,13650.0,-0.02
214599522,JDDDM,0.0,0.2,0.4,0.0,0.0,0.2,0.6,0.0,1.6,0.2,1.0,1.2,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.2,2.6,2.8,1.8,0.2,0.8,1.2,0.8,0.8,1.4,0.6,0.2,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,8.1,4.2,6.7,0.8,0.6,1.6,3.2,1.0,0.0,0.4,0.8,0.2,0.0,0.0,1.0,4.78,4.2,14350.0,0.32
215819041,ManuelTorresTfe,0.15,0.9,0.02,0.0,0.6,0.0,1.08,0.0,1.42,0.5,0.82,1.18,0.25,0.55,0.1,0.0,0.62,0.1,0.1,1.35,2.62,3.98,1.88,0.52,0.9,1.5,1.58,1.58,2.52,0.52,0.15,0.0,0.3,0.0,0.28,0.12,0.08,0.0,0.05,0.0,0.0,2.3,0.32,1.02,6.44,3.72,4.75,1.25,0.75,0.55,2.05,0.48,0.18,0.15,0.3,0.12,0.0,0.08,0.45,4.6,5.85,10850.0,0.54
215961514,Gurygundi,0.18,1.08,0.01,0.0,0.25,0.08,1.21,0.06,1.48,0.79,0.47,1.3,0.18,0.77,0.21,0.0,0.32,0.14,0.18,0.53,2.45,2.99,1.73,0.43,1.14,0.97,0.87,0.83,1.59,1.03,0.19,0.03,0.59,0.0,0.6,0.21,0.11,0.1,0.0,0.0,0.0,1.09,0.03,0.59,6.07,3.6,4.66,0.92,0.79,0.75,2.07,0.53,0.22,0.16,0.41,0.12,0.03,0.03,0.5,4.31,4.94,13650.0,0.18
217746950,rachocolate_,0.55,1.23,0.0,0.02,0.48,0.15,1.63,0.19,1.44,0.81,0.48,1.23,0.34,0.9,0.15,0.0,0.27,0.05,0.23,0.87,2.47,3.34,1.69,0.5,1.35,0.84,1.15,1.15,1.77,1.66,0.23,0.1,0.79,0.0,1.11,0.34,0.16,0.03,0.02,0.0,0.0,0.4,0.19,0.16,5.07,3.42,4.3,1.24,0.92,1.19,1.13,0.79,0.37,0.23,0.63,0.11,0.02,0.1,0.76,5.66,5.92,13650.0,-0.05
217779492,jcuecam,0.19,1.19,0.07,0.02,0.43,0.09,1.36,0.09,3.18,1.54,1.44,2.54,0.66,2.42,0.19,0.0,0.4,0.09,0.18,1.48,4.44,5.93,3.02,1.07,1.88,2.11,1.94,1.84,3.53,0.88,0.13,0.04,0.21,0.0,0.48,0.24,0.09,0.03,0.02,0.0,0.02,0.01,0.08,0.64,6.16,3.29,5.0,0.87,0.68,1.79,1.98,1.46,0.49,0.5,1.07,0.37,0.03,0.06,1.43,5.88,8.04,17150.0,-0.04
219085149,ismaelnavarro73,0.0,0.33,0.0,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,2.33,1.33,3.67,1.0,0.0,0.0,1.0,2.67,2.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.0,9.44,4.67,8.0,0.33,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,4.0,12250.0,-0.27
219782692,porteroloko,0.52,1.96,0.15,0.06,0.71,0.19,2.4,0.35,3.08,1.87,1.1,2.63,0.6,2.15,0.12,0.0,0.44,0.15,0.31,1.37,3.98,5.35,2.75,0.87,1.79,1.83,1.73,1.73,3.9,2.35,0.58,0.21,1.21,0.02,1.44,0.25,0.37,0.17,0.04,0.0,0.13,0.62,0.35,0.46,5.24,2.94,4.12,1.44,1.23,1.62,4.1,1.0,0.35,0.29,0.73,0.21,0.1,0.21,0.9,5.34,9.5,16450.0,0.11
220639235,henshousestudio,0.16,0.41,0.0,0.0,0.12,0.12,0.56,0.0,1.19,0.72,0.28,0.91,0.16,0.78,0.19,0.0,0.16,0.0,0.06,2.12,2.44,4.56,1.75,0.5,1.31,0.97,2.28,2.31,2.78,0.25,0.09,0.03,0.12,0.0,0.0,0.03,0.06,0.06,0.09,0.0,0.0,0.0,2.31,1.0,7.76,3.47,6.27,2.44,1.44,0.91,2.09,0.78,0.41,0.12,0.47,0.22,0.06,0.06,0.72,4.26,5.12,14350.0,0.18
222822744,Geo_birrero87,0.12,1.08,0.0,0.03,0.36,0.08,1.19,0.04,1.78,0.93,0.59,1.53,0.24,0.95,0.26,0.0,0.41,0.14,0.19,4.69,5.34,10.03,4.29,0.41,3.0,1.59,5.43,5.33,3.14,0.97,0.2,0.14,0.56,0.02,0.57,0.16,0.21,0.03,0.0,0.01,0.03,0.01,0.0,1.07,5.58,2.96,4.59,6.95,1.42,1.21,4.49,2.73,0.77,1.04,2.5,0.12,0.04,0.04,2.68,5.34,10.11,17150.0,0.6
223155164,raguitri,0.07,1.33,0.0,0.0,0.93,0.0,1.27,0.13,2.27,0.73,1.47,1.73,0.53,1.07,0.07,0.0,0.93,0.13,0.07,0.47,3.13,3.6,2.27,0.67,0.87,2.0,0.73,0.67,2.33,0.67,0.2,0.07,0.4,0.0,0.6,0.07,0.0,0.0,0.0,0.0,0.0,0.73,1.33,0.8,6.72,3.27,4.6,0.87,0.73,1.33,1.0,0.4,0.07,0.2,0.27,0.13,0.0,0.0,0.4,5.21,6.27,10150.0,0.49
224754750,MariaIsabel_91,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,1.75,0.5,0.25,0.75,0.0,0.5,1.0,0.0,0.25,0.0,0.0,1.5,2.75,4.25,1.75,0.25,1.5,0.5,2.25,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,7.05,3.25,5.38,2.75,1.25,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.5,17150.0,0.25
225499493,intymar,0.0,1.67,0.33,0.0,0.0,0.33,2.0,0.0,1.0,0.67,0.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.67,5.67,3.0,0.33,1.0,2.33,2.33,2.33,2.33,1.67,0.33,0.0,0.67,0.0,1.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,7.53,2.67,5.5,1.0,1.0,0.67,2.33,1.67,0.0,0.67,1.33,0.0,0.0,0.33,1.67,4.06,6.67,10850.0,-0.14
225954159,javichu08,0.2,0.6,0.25,0.05,0.4,0.05,0.95,0.15,1.75,0.8,0.65,1.25,0.35,1.05,0.3,0.0,0.25,0.05,0.1,2.55,2.95,5.5,1.95,0.55,1.4,1.05,3.05,3.0,2.75,0.9,0.2,0.05,0.55,0.0,0.65,0.1,0.1,0.0,0.05,0.0,0.0,1.3,2.9,0.85,6.33,3.65,5.15,2.45,1.2,1.5,1.6,0.55,0.15,0.2,0.45,0.1,0.05,0.05,0.5,5.2,5.95,11550.0,0.31
226658046,Kirielisi,0.41,1.1,0.03,0.01,0.43,0.13,1.45,0.07,1.59,0.91,0.53,1.32,0.28,0.93,0.15,0.0,0.31,0.14,0.16,1.23,2.57,3.8,1.6,0.66,1.15,1.12,1.52,1.54,1.8,1.04,0.12,0.05,0.66,0.0,0.73,0.13,0.11,0.03,0.02,0.01,0.01,0.05,0.41,0.37,5.41,3.6,4.5,2.03,1.54,0.49,2.12,0.58,0.27,0.15,0.49,0.07,0.02,0.02,0.55,4.87,5.54,10850.0,-0.01
230165470,jordidecorralet,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0.0,0.92,0.33,0.42,0.83,0.0,0.75,0.17,0.0,0.0,0.0,0.08,2.58,1.17,3.75,1.08,0.08,0.5,0.67,2.58,2.58,0.92,0.67,0.42,0.0,0.33,0.0,0.33,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.17,0.92,7.4,4.33,6.04,1.83,1.17,0.5,1.92,0.33,0.08,0.08,0.25,0.08,0.08,0.0,0.25,3.93,2.83,15750.0,-0.06
