userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas,Renta_zona_usuario,sentiment
1005828519543431168,laferreria1931,0.0,0.93,0.0,0.0,0.86,0.02,0.93,0.0,1.07,0.12,0.93,1.05,0.0,0.19,0.02,0.0,0.86,0.0,0.0,3.95,1.33,5.28,1.14,0.09,0.28,0.95,4.05,4.05,2.91,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.4,1.0,6.67,5.02,5.12,1.6,0.84,1.02,1.72,0.09,0.09,0.0,0.02,0.07,0.0,0.0,0.09,4.84,5.6,14350.0,0.12
1007728560906358787,GongoraSep,0.01,0.32,0.04,0.0,0.1,0.01,0.36,0.0,1.44,0.49,0.59,0.66,0.43,0.8,0.36,0.0,0.12,0.07,0.04,1.71,2.15,3.86,1.26,0.38,0.79,0.8,2.27,2.23,2.42,0.14,0.02,0.03,0.03,0.0,0.07,0.01,0.04,0.0,0.0,0.0,0.02,0.85,1.27,1.44,8.77,6.8,6.88,1.08,0.96,1.24,0.91,0.29,0.1,0.07,0.16,0.06,0.0,0.0,0.29,4.31,3.98,12950.0,0.19
1024219018683711488,anadf2907,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.0,2.0,0.8,0.8,1.4,0.2,1.0,0.4,0.0,0.2,0.4,0.0,1.8,2.6,4.4,1.8,0.4,1.0,1.2,2.2,2.2,2.4,1.0,0.0,0.2,0.4,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.0,1.2,0.0,0.8,6.16,4.0,4.7,1.2,0.4,0.4,1.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.4,4.82,5.2,12950.0,0.51
1024745163996966912,marinat0rrest,0.21,0.82,0.0,0.01,0.29,0.07,1.0,0.05,1.25,0.57,0.5,0.88,0.32,0.69,0.18,0.0,0.28,0.08,0.1,0.56,1.76,2.33,1.11,0.44,0.76,0.75,0.82,0.77,1.22,0.9,0.14,0.02,0.54,0.0,0.66,0.15,0.06,0.0,0.01,0.0,0.01,0.62,0.0,0.11,5.03,3.37,4.25,1.83,1.63,0.57,0.95,0.49,0.2,0.13,0.39,0.09,0.02,0.02,0.46,4.45,3.71,10150.0,-0.05
1027500125332094976,teleclubdemoza1,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.75,1.0,0.75,1.75,0.0,1.0,0.0,0.0,0.5,0.0,0.25,0.0,4.0,4.0,2.75,0.0,0.25,2.5,1.25,1.25,3.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,6.15,2.0,4.88,3.25,2.75,0.5,5.0,1.0,0.75,0.25,0.75,0.25,0.0,0.0,1.0,4.2,6.25,15750.0,0.59
1033076669920305154,laaauu_09,0.07,1.29,0.0,0.04,0.43,0.14,1.32,0.11,1.04,0.39,0.54,0.96,0.07,0.61,0.11,0.0,0.14,0.14,0.07,0.29,1.68,1.96,1.25,0.36,0.57,1.0,0.39,0.36,1.54,1.36,0.11,0.11,0.82,0.0,0.89,0.14,0.21,0.0,0.11,0.0,0.0,0.75,0.0,0.36,5.59,3.61,4.52,0.79,0.79,0.82,0.64,0.5,0.18,0.18,0.43,0.07,0.04,0.0,0.46,4.4,3.86,13650.0,0.02
1037014022435102722,vicora20,0.21,1.04,0.0,0.0,0.52,0.04,1.15,0.12,1.06,0.6,0.38,1.0,0.23,0.67,0.08,0.0,0.17,0.1,0.21,0.42,1.98,2.4,1.31,0.4,0.85,0.87,0.69,0.69,1.37,1.04,0.15,0.04,0.65,0.0,0.65,0.21,0.08,0.02,0.06,0.0,0.02,0.63,0.0,0.27,5.37,3.87,4.4,0.77,0.63,0.71,0.73,0.44,0.19,0.1,0.35,0.1,0.0,0.0,0.44,4.4,4.37,15750.0,0.03
1037068558809923584,Almadenysusrinc,0.09,0.84,0.02,0.0,0.39,0.07,0.91,0.04,1.79,0.59,0.7,1.15,1.04,0.71,0.49,0.0,0.45,0.09,0.9,1.03,4.8,5.83,1.91,1.44,1.94,1.39,2.5,2.48,2.89,0.62,0.14,0.04,0.23,0.0,0.3,0.11,0.14,0.02,0.0,0.02,0.02,0.01,0.01,1.06,6.14,4.21,4.88,3.08,2.18,1.62,2.33,0.84,0.32,0.27,0.52,0.3,0.0,0.01,0.84,5.08,7.54,12950.0,0.53
1040172360291246081,ariadnareinag,1.03,2.45,0.12,0.0,0.97,0.09,3.55,0.03,5.39,2.97,2.09,4.42,1.03,3.64,0.33,0.0,1.03,0.24,0.3,1.24,6.88,8.12,5.03,1.48,3.18,3.06,1.88,1.61,5.27,2.03,0.39,0.15,0.79,0.0,1.3,0.36,0.3,0.06,0.0,0.0,0.0,0.36,0.94,0.94,6.08,2.73,4.79,0.94,0.7,2.09,2.64,1.45,0.76,0.33,1.36,0.06,0.06,0.06,1.39,6.11,13.03,12250.0,0.15
1056820583642603520,Princes04883894,0.3,1.78,0.0,0.0,0.17,0.04,1.96,0.09,1.83,0.91,0.87,1.57,0.35,1.26,0.04,0.0,0.39,0.04,0.13,0.35,2.43,2.78,1.52,0.65,0.96,1.09,0.74,0.61,1.7,1.43,0.26,0.09,1.0,0.04,0.83,0.22,0.22,0.17,0.0,0.0,0.04,0.0,0.0,0.83,6.51,2.43,4.46,1.13,0.91,1.04,2.74,0.74,0.3,0.22,0.61,0.09,0.0,0.0,0.74,5.35,4.96,13650.0,-0.33
1061593635924385792,de_budia,0.0,1.2,0.0,0.0,0.2,0.0,1.2,0.0,0.8,0.4,0.4,0.8,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.8,2.2,3.0,1.8,0.2,0.6,1.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,8.23,6.8,6.1,1.2,1.0,0.4,1.0,0.6,0.2,0.4,0.4,0.2,0.0,0.2,0.6,3.29,4.4,15750.0,0.32
1073525091110146048,Julsregalado8,0.19,1.01,0.02,0.01,0.27,0.09,1.19,0.04,0.91,0.48,0.27,0.72,0.19,0.56,0.16,0.0,0.1,0.06,0.14,0.24,1.43,1.66,1.03,0.22,0.69,0.56,0.41,0.41,0.96,1.04,0.21,0.05,0.64,0.0,0.68,0.16,0.11,0.07,0.02,0.0,0.0,0.94,0.05,0.26,5.5,3.91,4.55,0.62,0.52,0.69,1.14,0.29,0.14,0.07,0.2,0.07,0.01,0.01,0.27,3.9,3.28,15050.0,0.06
1078442597553786880,FolgosoManuel,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.96,5.67,5.83,1.67,1.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.33,3.58,4.0,11550.0,0.8
1081712479372226560,ssamiduque,0.18,1.6,0.06,0.0,0.41,0.11,1.68,0.14,1.2,0.5,0.48,0.87,0.39,0.72,0.22,0.0,0.14,0.07,0.25,0.43,1.58,2.02,0.98,0.46,0.52,0.9,0.59,0.58,1.15,1.8,0.27,0.08,1.11,0.0,1.18,0.25,0.3,0.02,0.05,0.0,0.02,1.03,0.07,0.09,4.71,3.31,4.06,0.95,0.82,0.9,1.94,0.61,0.22,0.12,0.51,0.09,0.06,0.0,0.55,5.14,4.84,15050.0,-0.0
1100923696359845889,EMERSON_EER,0.0,0.44,0.0,0.0,0.44,0.0,0.44,0.0,0.61,0.2,0.36,0.53,0.02,0.12,0.05,0.0,0.44,0.0,0.0,1.8,0.98,2.78,0.74,0.15,0.23,0.67,1.89,1.89,1.55,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.82,1.0,9.04,6.89,6.57,1.05,0.99,0.49,0.9,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,3.67,3.63,14350.0,0.01
1105542481263902720,GESARAIZESUS,0.07,1.02,0.02,0.0,0.75,0.05,1.08,0.02,1.53,0.52,0.9,1.35,0.14,0.61,0.1,0.0,0.75,0.04,0.06,0.66,1.88,2.54,1.5,0.26,0.67,1.06,0.8,0.77,1.49,0.27,0.06,0.01,0.12,0.0,0.18,0.04,0.04,0.01,0.01,0.0,0.0,0.54,0.01,1.1,7.41,4.63,4.96,0.61,0.34,0.5,1.16,0.4,0.19,0.09,0.3,0.09,0.01,0.01,0.4,3.8,4.26,15050.0,-0.01
1114203034735738881,mrib_as,0.0,1.0,0.0,0.0,0.33,0.0,1.0,0.0,0.67,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,2.0,1.33,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.29,4.33,4.17,0.67,0.67,0.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,3.67,17150.0,0.47
1120653792234680320,viernes_domingo,0.0,0.17,0.0,0.0,0.0,0.33,0.17,0.0,1.33,0.5,0.83,1.33,0.0,1.17,0.0,0.0,0.17,0.0,0.0,2.5,2.33,4.83,1.67,0.67,0.67,1.67,2.5,2.5,2.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.41,4.83,6.58,2.33,1.33,1.33,5.5,0.67,0.33,0.33,0.67,0.0,0.0,0.0,0.67,4.24,5.0,10850.0,0.44
1122820243825594368,InnovaMelilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,7.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,7.0,16450.0,0.0
1173575975218700288,Leofficial77,0.0,2.5,0.0,0.0,1.0,0.0,2.0,0.5,1.5,0.5,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.0,0.5,1.5,1.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,7.5,1.5,5.43,3.5,4.0,4.5,1.5,2.0,4.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,5.95,6.5,10150.0,0.68
1175127978973564928,coraimaa4,0.0,1.0,0.2,0.0,1.0,0.0,1.2,0.0,0.8,0.4,0.4,1.0,0.0,0.2,0.0,0.0,0.6,0.0,0.2,0.0,1.4,1.4,1.2,0.2,0.8,0.6,0.0,0.0,1.8,0.6,0.6,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.0,0.4,5.19,4.0,3.7,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,4.13,3.4,12950.0,0.67
1205270366408597504,juanjosehdzz,0.06,1.11,0.0,0.0,0.28,0.17,1.0,0.17,0.72,0.67,0.06,0.78,0.22,0.33,0.0,0.0,0.39,0.06,0.22,0.28,1.22,1.5,0.78,0.33,0.78,0.33,0.39,0.39,0.72,0.83,0.17,0.0,0.72,0.0,0.61,0.06,0.17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.75,3.61,4.28,0.94,0.94,0.61,0.28,0.39,0.28,0.0,0.33,0.0,0.0,0.0,0.39,4.33,2.89,15750.0,-0.34
1205270366408597504,userm3s4,0.17,0.93,0.0,0.0,0.25,0.06,1.03,0.07,0.91,0.45,0.39,0.7,0.24,0.66,0.06,0.0,0.15,0.02,0.09,0.66,1.44,2.1,0.99,0.32,0.54,0.76,0.8,0.79,0.87,0.86,0.06,0.03,0.61,0.0,0.72,0.03,0.09,0.0,0.01,0.01,0.0,0.16,0.0,0.02,4.24,3.42,3.82,1.37,1.18,0.51,0.56,0.28,0.14,0.06,0.25,0.02,0.01,0.01,0.26,4.27,3.15,15750.0,-0.34
1211406454877343744,alberto_ayuso,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.5,1.25,1.75,1.25,0.0,0.0,1.25,0.5,0.5,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.5,5.81,4.5,4.38,0.75,0.75,0.0,2.25,1.25,0.0,0.5,1.25,0.0,0.0,0.0,1.25,4.08,2.5,12950.0,-0.01
