userid,Renta_zona_usuario,sentiment
155596867,15050.0,0.25
156110868,31850.0,0.76
156213180,10850.0,0.08
156780271,18550.0,0.92
157419761,20650.0,0.66
157530895,31150.0,-0.22
157976321,20650.0,0.61
158072192,20650.0,-0.11
158159535,11550.0,0.82
158756012,26250.0,0.38
159032982,11550.0,0.42
159072694,18550.0,-0.05
159102495,17850.0,-0.75
159993327,20650.0,0.54
160164134,20650.0,0.56
161441647,11550.0,0.19
161997182,11550.0,-0.43
162001517,13650.0,0.07
163393384,12250.0,0.52
165004496,15050.0,0.86
165455182,18550.0,0.36
165879278,15050.0,0.11
166291835,12250.0,0.0
166524823,15750.0,0.11
167504467,20650.0,0.41
167549845,12950.0,0.17
169248666,11550.0,0.11
169599455,19950.0,0.64
171127520,11550.0,0.76
171432221,18550.0,0.35
172160927,15750.0,0.33
172394090,15050.0,0.54
174323909,15750.0,0.0
174691708,12250.0,0.84
176516538,31150.0,0.2
177569256,19250.0,-0.15
178015685,13650.0,0.04
178348898,31850.0,0.0
178660731,19250.0,0.36
178713899,12950.0,0.37
178757983,13650.0,0.71
179135700,13650.0,0.09
179172062,15050.0,0.79
180066831,12250.0,0.72
180093284,24150.0,0.98
180333341,34650.0,0.04
180832820,15050.0,0.14
182092342,20650.0,0.28
182474069,21350.0,0.81
182915721,16450.0,0.46
184537316,17850.0,0.0
184760441,12250.0,0.43
184811547,13650.0,0.23
184875265,20650.0,0.18
184959473,22050.0,0.2
185230624,15050.0,0.03
185403505,20650.0,0.16
185653593,23450.0,0.56
186031968,15750.0,0.01
186128718,12250.0,0.8
186256294,12250.0,0.26
187226661,15750.0,-0.11
188253028,10850.0,0.68
188440406,12250.0,0.31
188841268,16450.0,0.74
189306662,20650.0,0.0
189650742,31150.0,0.5
190862906,12950.0,0.27
191085359,31150.0,0.18
191405135,13650.0,0.36
192019929,31150.0,0.02
192609982,20650.0,0.45
194338530,26950.0,0.27
195309085,10850.0,0.95
195484515,18550.0,0.22
196332005,15050.0,0.25
196742626,20650.0,0.34
197123103,12950.0,-0.41
197339107,26250.0,0.5
197429137,18550.0,0.37
197429451,16450.0,0.42
197944513,14350.0,0.08
198639865,12950.0,-0.19
199238179,12950.0,0.21
199844043,27650.0,0.09
200541776,10850.0,0.1
203824744,20650.0,0.48
204048135,16450.0,0.58
204946958,11550.0,0.34
205678729,10150.0,0.37
205868586,15050.0,0.11
207924866,12950.0,-0.18
207999041,20650.0,0.7
208625160,15050.0,0.05
208843885,13650.0,0.88
210872149,10150.0,0.43
210930715,15050.0,0.17
211339315,20650.0,0.0
211799482,11550.0,0.53
211933965,14350.0,0.31
213611782,12950.0,0.18
213619474,10850.0,0.15
214399884,13650.0,-0.02
214599522,14350.0,0.32
215661586,33950.0,0.09
215819041,10850.0,0.54
215961514,13650.0,0.18
216311160,20650.0,0.38
216509515,20650.0,0.49
217746950,13650.0,-0.05
217779492,17150.0,-0.04
217867381,31150.0,-0.0
218217896,18550.0,0.21
219006083,31150.0,0.14
219085149,12250.0,-0.27
219782692,16450.0,0.11
220174978,20650.0,0.2
220639235,14350.0,0.18
220946591,20650.0,0.06
222822744,17150.0,0.6
223155164,10150.0,0.49
223259533,20650.0,-0.17
224754750,17150.0,0.25
225014092,20650.0,-0.16
225499493,10850.0,-0.14
225954159,11550.0,0.31
226658046,10850.0,-0.01
227445041,24150.0,0.4
229151243,23450.0,0.44
230165470,15750.0,-0.06
231430187,31150.0,0.08
232878377,12950.0,0.2
233345061,10850.0,0.38
233620467,17850.0,0.72
234784742,12250.0,0.16
234853274,10850.0,0.59
234939311,26250.0,0.06
235531343,22050.0,0.7
235773443,24850.0,0.17
235999054,15750.0,-0.41
236881310,17850.0,0.37
237053950,12250.0,-0.79
237363671,12950.0,0.0
237549337,14350.0,0.88
237932858,20650.0,0.2
238609328,18550.0,0.14
238994850,10150.0,0.27
239965124,16450.0,-0.04
240268600,10850.0,0.33
241945690,16450.0,-0.35
242091396,16450.0,-0.14
242123668,12950.0,0.0
242885648,20650.0,-0.23
243347140,13650.0,0.34
244045005,12950.0,0.14
244210159,17850.0,0.78
244378641,22050.0,0.21
246837853,25550.0,0.38
247907680,15750.0,0.01
247935519,17850.0,0.12
248121040,14350.0,0.16
248152453,12950.0,0.02
248306761,19950.0,0.3
248472135,20650.0,-0.06
248846369,11550.0,0.2
249233501,11550.0,0.61
249353387,12950.0,-0.43
250195098,22050.0,0.09
250208005,16450.0,0.06
250224039,23450.0,0.38
250403991,11550.0,0.41
251860493,20650.0,0.0
252241736,15750.0,0.06
252492103,20650.0,0.34
252798088,13650.0,0.15
253156864,21350.0,0.88
253706297,24850.0,-0.02
254193917,10850.0,0.65
254689111,17850.0,0.42
255065995,14350.0,0.05
255206585,11550.0,0.46
256136140,14350.0,0.24
258002841,15050.0,-0.21
258484725,10850.0,-0.12
259343694,19250.0,0.64
259669505,10150.0,0.13
260426601,19950.0,0.98
260770383,8050.0,0.41
261151568,10850.0,0.39
261310537,12250.0,0.41
261407461,14350.0,0.19
262839393,13650.0,0.63
263359147,12250.0,-0.19
263589741,16450.0,0.36
263775255,17150.0,0.06
264174489,12950.0,0.74
264350276,23450.0,-0.17
266589519,31150.0,0.17
266823278,20650.0,0.08
267411180,22050.0,0.07
270010775,19250.0,0.27
270085920,12250.0,0.36
270321211,19950.0,0.1
270938576,11550.0,-0.14
271366555,14350.0,0.5
271616923,15750.0,0.1
272448483,14350.0,0.46
272520203,26950.0,0.48
272646622,31150.0,0.92
272686602,20650.0,0.0
273018374,20650.0,-0.19
273363190,17850.0,0.0
273605517,17850.0,0.05
275572312,20650.0,0.45
275631499,31150.0,0.3
275753618,20650.0,0.77
276184330,15750.0,0.95
276662432,15050.0,0.19
278164046,20650.0,0.15
279099257,15050.0,0.53
279131162,22050.0,0.6
279489047,15750.0,0.28
279504374,27650.0,-0.22
279512957,17850.0,0.04
279555990,9450.0,-0.02
279740942,21350.0,0.21
279915215,17150.0,0.3
280719275,13650.0,0.97
281221084,18550.0,0.8
281720074,20650.0,0.44
281983112,18550.0,0.13
282780020,15750.0,0.17
283023664,29050.0,0.0
283544090,15050.0,0.0
284064590,17150.0,0.09
284151631,13650.0,0.97
284175539,20650.0,-0.07
285819521,16450.0,-0.08
285869482,17150.0,0.17
286113574,10150.0,0.52
286191828,15750.0,-0.04
286386320,15050.0,-0.27
287235638,12250.0,-0.0
287596636,14350.0,-0.2
288396917,15050.0,0.64
290481324,15050.0,0.41
290856873,16450.0,0.62
291251095,22050.0,0.43
291934214,12250.0,0.36
291951071,10850.0,0.74
292027758,29050.0,0.98
292155843,16450.0,0.19
292339668,26250.0,0.84
292353252,20650.0,0.28
292951830,15750.0,0.02
293091302,11550.0,0.09
293126360,15050.0,-0.04
293757609,14350.0,0.9
295118083,11550.0,0.57
295171937,12950.0,0.33
295191363,14350.0,-0.02
295389401,20650.0,0.62
296178494,16450.0,0.3
296306468,14350.0,0.33
296742958,31150.0,0.58
296980084,10150.0,0.02
299057482,10850.0,0.43
299264539,12250.0,0.54
300153830,16450.0,-0.46
300728556,20650.0,0.09
300833700,16450.0,0.0
300861743,11550.0,0.16
301037151,19950.0,0.13
301121772,12950.0,0.03
301660911,20650.0,0.48
301819773,10850.0,-0.0
302075347,28700.0,0.5
302107693,16450.0,0.54
302625304,16450.0,0.27
303241520,36750.0,-0.11
303369254,20650.0,0.6
303387541,16450.0,0.03
304527763,20650.0,0.82
304645793,12950.0,-0.06
305747964,17850.0,0.44
306057559,10850.0,0.65
306172485,15750.0,0.0
306220763,15750.0,0.38
307285877,12950.0,0.08
307390953,15750.0,0.26
307789894,20650.0,-0.03
308138944,22750.0,0.44
309077758,5950.0,0.19
309688920,17850.0,0.45
310383169,15050.0,-0.1
311701558,20650.0,-0.29
312788768,12950.0,0.66
313591148,18550.0,0.37
314559605,20650.0,0.77
315221348,10850.0,0.22
315240798,25550.0,0.49
315808604,10150.0,0.15
317047044,12950.0,0.73
317056952,31150.0,0.34
317364007,15750.0,0.36
317737896,12250.0,0.74
318077489,19950.0,-0.62
318560530,17150.0,0.32
319144577,20650.0,0.28
319664758,15050.0,0.52
320301901,17150.0,0.47
321038898,36750.0,0.22
323260288,10850.0,0.13
325689220,19950.0,0.53
327432378,15750.0,0.16
328525931,13650.0,0.53
330620135,20650.0,0.29
332909156,15750.0,0.36
333498490,10150.0,0.34
334003247,13650.0,-0.17
335632028,15750.0,0.71
336487395,17850.0,-0.71
336636767,15050.0,-0.2
337703208,10850.0,0.48
338417355,27650.0,0.51
339791882,9450.0,-0.31
341456990,12950.0,0.62
341648025,12250.0,-0.98
344007948,13650.0,0.37
347055698,31150.0,0.68
348044578,10150.0,-0.61
348432814,26250.0,-0.17
349029678,13650.0,0.0
350838927,20650.0,0.99
352468789,19250.0,-0.01
353827936,12250.0,0.05
355133815,20650.0,0.34
355432568,20650.0,0.02
357193716,20650.0,0.02
358855916,27650.0,0.29
358858812,14350.0,0.25
359067269,11550.0,0.28
361198708,16450.0,-0.05
363051524,17150.0,0.75
364833937,18550.0,0.37
366532860,15750.0,0.17
367510510,11550.0,0.2
368055573,12250.0,-0.24
368215988,18550.0,0.36
368924276,13300.0,0.95
369776147,24150.0,-0.88
370911956,18550.0,0.14
372347749,12250.0,-0.16
372422200,15050.0,0.21
372826254,17850.0,-0.03
372829540,13650.0,-0.17
373380456,20650.0,-0.01
373511602,12250.0,-0.05
374235613,13650.0,0.35
375743739,21350.0,-0.13
376188584,20650.0,0.21
376413788,17850.0,0.06
376528422,18550.0,0.6
376955291,20650.0,0.01
377582506,21350.0,-0.03
377892198,19250.0,0.6
379891863,10150.0,0.35
380197984,12950.0,0.17
380221163,18550.0,-0.08
381014235,23450.0,0.12
382106278,29750.0,0.14
382898681,22750.0,0.48
383735621,10850.0,-0.26
384206646,12950.0,-0.02
384806347,15050.0,0.84
384888115,10850.0,0.54
384988240,12250.0,-0.45
385000713,19950.0,0.15
385590243,20650.0,-0.1
385629600,17150.0,0.12
385946904,13650.0,0.39
387076806,11550.0,0.35
387330116,12250.0,-0.02
387674437,12250.0,-0.21
388568054,17850.0,0.37
389087782,14350.0,0.03
390326220,10850.0,0.35
391958021,15750.0,0.42
394065642,15750.0,-0.14
394203032,21350.0,-0.35
394386580,20650.0,0.87
394747830,27650.0,0.01
395341758,15750.0,0.57
397273346,15750.0,0.0
397562253,20650.0,0.27
397617470,13650.0,0.14
397949695,15750.0,0.69
398574176,23450.0,0.0
398579535,22050.0,0.25
398899915,20650.0,0.42
399939492,23450.0,0.51
400187554,26950.0,-0.0
400873170,15050.0,0.0
401051993,20650.0,0.77
401683982,15050.0,-0.1
401973623,18550.0,0.46
402866211,10150.0,0.0
403586216,13650.0,0.33
403982798,9450.0,0.26
406202639,17850.0,-0.24
406390113,16450.0,0.39
408066527,20650.0,0.43
408447402,11550.0,0.37
408663868,14350.0,0.1
408708513,20650.0,-0.02
408744182,36750.0,0.79
409766030,20650.0,0.36
410071304,20650.0,-0.01
410224220,20650.0,0.62
413031916,15750.0,0.0
413713884,18550.0,0.08
413796179,13300.0,0.54
414108131,12950.0,-0.15
414165751,12250.0,0.22
415748218,11550.0,0.0
416524831,10850.0,0.23
417175663,10850.0,0.0
418201898,12250.0,0.19
418240748,12950.0,0.82
419732773,13650.0,0.4
422070810,20650.0,0.62
422802945,12950.0,-0.06
424260207,17150.0,-0.34
430176857,11550.0,0.0
433318020,14350.0,-0.44
436079240,16450.0,0.54
437417833,15050.0,0.22
437520046,20650.0,0.8
437720808,10850.0,0.19
437925433,25550.0,0.47
438443724,11550.0,0.3
439520840,18550.0,0.21
440200274,15400.0,0.66
441807579,16450.0,0.06
444148184,18550.0,0.0
444575299,23450.0,0.35
444618129,19950.0,0.15
445774415,11550.0,0.26
446433608,16450.0,-0.32
447416589,15050.0,0.6
448016312,20650.0,0.08
448271846,31150.0,0.59
448451334,16450.0,0.24
448968145,24150.0,-0.2
448995886,15050.0,0.3
451043206,15750.0,0.23
452487233,17150.0,0.27
454732471,20650.0,0.65
455040276,10150.0,-0.51
455071009,11550.0,0.62
457872514,16450.0,0.0
459477808,15050.0,0.23
459654350,11550.0,0.02
462225391,17850.0,0.16
464206612,12250.0,-0.01
464661553,17850.0,0.67
464875025,13650.0,0.14
465022859,12950.0,0.87
465898335,15050.0,0.57
465940079,31150.0,-0.32
465961343,14350.0,-0.03
466110245,18550.0,0.29
466389412,12950.0,-0.12
466767046,15750.0,0.24
467220028,13650.0,-0.32
467888300,20650.0,0.31
468744144,12950.0,0.14
468751912,17850.0,-0.1
469498578,14350.0,0.76
472047627,12950.0,0.2
472110062,11550.0,-0.15
472356807,25550.0,-0.27
472794296,12950.0,0.0
472967786,20650.0,0.0
475859777,15050.0,0.81
476889838,18550.0,0.45
477862710,15050.0,0.29
477949943,17150.0,0.53
478036128,20650.0,-0.13
479267947,36750.0,0.38
480629897,15750.0,0.23
483979789,18550.0,0.34
484618544,13650.0,0.25
487674586,17850.0,-0.5
488540676,24850.0,0.2
489482920,12250.0,0.44
489598327,16100.0,0.23
490380566,15750.0,0.43
493381284,15750.0,0.03
493386722,12250.0,-0.34
494599109,9450.0,0.26
498666014,13650.0,-0.2
499256547,20650.0,0.67
499780640,20650.0,0.21
501816287,24850.0,-0.1
503154721,10150.0,0.26
505752398,15050.0,-0.06
508730399,17850.0,0.11
512210134,11550.0,0.56
513216413,15750.0,0.35
513485211,15750.0,0.89
514307918,15750.0,0.39
514466226,17150.0,0.12
515812094,22050.0,0.08
516662124,12950.0,0.11
516886171,19250.0,0.05
519549340,18550.0,0.08
519668625,20650.0,0.09
521162398,15050.0,0.24
521366205,17850.0,0.69
522294533,12250.0,0.59
526335755,13650.0,0.11
526544988,20650.0,0.5
534387391,16450.0,0.22
534689155,12950.0,0.45
539429012,23450.0,0.32
541831366,31150.0,0.25
542813986,10150.0,0.15
542984034,20650.0,0.58
548517419,23450.0,-0.14
548574667,20650.0,0.17
548598094,13650.0,0.46
551342725,28350.0,0.64
552046463,36750.0,0.11
553035798,12250.0,0.19
555852659,20650.0,0.15
557076972,16450.0,0.44
557765504,34650.0,-0.29
558676759,12250.0,0.49
559803904,9450.0,-0.02
560517653,25550.0,0.16
560591593,11550.0,0.7
560595549,10850.0,-0.36
566090650,10850.0,0.61
567314410,24150.0,0.0
568719488,36050.0,0.07
570324704,15750.0,0.0
570622948,15750.0,0.31
571623169,20650.0,-0.2
575330940,20650.0,0.14
579185337,20650.0,0.38
580767943,11550.0,0.0
581859595,20650.0,0.53
581914226,12950.0,0.31
581964087,15050.0,0.72
582923305,12250.0,0.72
584090927,12600.0,0.04
584199302,22050.0,-0.03
584220880,14350.0,0.47
584955423,11550.0,-0.05
586894573,16450.0,0.01
589275217,21350.0,0.02
591175725,15750.0,-0.35
592520419,11550.0,0.0
594480434,17850.0,0.18
597663301,12950.0,0.33
601147503,31150.0,-0.14
606483486,12250.0,0.0
607195584,11550.0,0.0
609851272,10850.0,-0.34
611877426,13650.0,-0.04
612404395,32550.0,0.79
614357196,10850.0,0.28
614642130,24150.0,0.78
616000004,12250.0,0.35
617299066,10850.0,0.0
618068354,21350.0,0.21
618228393,28350.0,0.52
618393800,20650.0,-0.05
620142848,20650.0,0.03
620863678,17850.0,0.17
622022834,18550.0,-0.13
625347466,12950.0,0.36
626129226,31150.0,0.99
632380120,16450.0,0.12
634438610,15750.0,0.0
634591330,10150.0,-0.85
636187669,17150.0,0.44
636523526,12250.0,0.12
708924482,19250.0,0.07
713242410,24150.0,0.25
713915292,18550.0,0.84
730412558,12950.0,-0.47
731381468,12950.0,-0.02
740659578,20650.0,0.09
745401482,12250.0,0.07
757471410,17850.0,0.0
759482844,24150.0,0.07
759574885,31150.0,0.94
765438732,15750.0,0.58
769876842,24150.0,0.0
770413657,6650.0,0.3
776451848,11550.0,0.54
784210740,22050.0,0.2
784413463,17150.0,0.11
786782450,12950.0,0.96
787260650,31150.0,-0.7
791455460,31150.0,0.04
799060603,22050.0,0.07
799512942,12950.0,0.31
812868678,10850.0,0.25
815895360,18550.0,-0.08
821892199,20650.0,0.26
823320488,12250.0,0.1
828728833,15750.0,0.7
834905160,13650.0,0.6
836318149,15750.0,-0.25
840521730,24850.0,0.45
840563208,24150.0,-0.07
840862424,12250.0,0.5
842077730,12250.0,0.0
844550034,15050.0,0.44
845478488,15050.0,0.01
849238280,16450.0,0.0
849323419,8750.0,0.32
851555448,12250.0,0.11
858042414,10150.0,-0.41
859891273,16450.0,0.92
864392892,34650.0,0.26
865987140,13650.0,0.92
866245886,14700.0,0.5
866430667,24150.0,0.87
866495545,18550.0,0.65
872474786,10150.0,-0.17
875433438,14350.0,0.55
889363500,15750.0,0.27
895065433,10850.0,0.43
895518793,13650.0,0.17
895704866,7350.0,0.06
904415126,23450.0,0.13
906219548,19250.0,0.01
915526890,15050.0,0.97
916633442,11550.0,0.62
917753682,24850.0,-0.46
922871743,12250.0,0.65
923392381,12950.0,0.41
923537478,10850.0,0.8
924298736,13650.0,-0.18
932984395,20650.0,0.74
941283157,19950.0,0.06
943230391,20650.0,0.58
952260073,15750.0,0.0
953204155,20650.0,0.49
966368102,15750.0,0.26
971014759,9450.0,0.45
972145986,12950.0,0.1
976702788,11550.0,0.61
984171188,13650.0,0.51
984999942,12950.0,0.34
985375746,15750.0,-0.09
989491177,17150.0,0.4
989597911,15050.0,-0.14
991571893,12250.0,0.01
993503377,13650.0,-0.21
996055734,15050.0,0.82
999641702,16450.0,0.32
1002235549,15050.0,-0.17
1007370835,17150.0,-0.12
1007498934,12950.0,-0.05
1017602935,10850.0,0.0
1023696859,17850.0,-0.15
1029022500,15750.0,0.19
1042914672,20650.0,0.65
1051545680,12950.0,-0.0
1052214504,11550.0,0.46
1054763426,14350.0,0.07
1059172213,11550.0,0.28
1061171084,9450.0,-0.46
1067888378,29050.0,0.37
1069218692,15050.0,0.49
1071858648,24850.0,0.15
1072402032,12950.0,0.07
1087802558,22750.0,0.46
1087890655,31850.0,0.43
1089274789,10850.0,-0.16
1094797736,13650.0,-0.1
1102229383,17150.0,-0.11
1116996727,14350.0,0.44
1120331888,11550.0,0.74
1122025458,16450.0,0.15
1126733894,15750.0,0.59
1139547961,26250.0,0.17
1148908074,12950.0,0.28
1151652984,22050.0,0.68
1154932831,11550.0,-0.07
1184505073,10850.0,0.14
1187834312,27650.0,0.03
1194977702,10150.0,0.12
1201032415,15750.0,0.36
1218740941,10850.0,-0.31
1235467003,29750.0,0.88
1247403380,11550.0,-0.34
1251541237,15050.0,0.68
1252930010,16450.0,0.34
1270872704,17850.0,-0.13
1272168236,17150.0,0.06
1278015182,13650.0,0.22
1281038550,31150.0,0.27
1285928286,31150.0,0.38
1291442124,18550.0,0.32
1305123876,31150.0,0.99
1307297940,14350.0,0.19
1316862031,24150.0,0.0
1325184590,16450.0,-0.1
1327763358,22750.0,-0.01
1342896242,12950.0,0.09
1343838752,20650.0,0.01
1347439346,12950.0,-0.38
1349565744,8750.0,0.01
1352062196,15750.0,-0.06
1353117306,31150.0,-0.27
1358957401,12250.0,0.51
1375676485,20300.0,0.36
1376335380,23450.0,0.62
1380033980,19250.0,0.12
1393470439,20650.0,0.3
1413583772,24850.0,0.95
1427660256,16450.0,-0.01
1430512622,13650.0,0.04
1446522456,10850.0,0.56
1448633318,22050.0,0.32
1452572701,31150.0,0.09
1456218962,26950.0,-0.04
1462568988,20650.0,0.52
1471598126,26950.0,0.91
1495328876,33950.0,-0.14
1514122621,12250.0,0.22
1514253546,26250.0,0.9
1516748425,10150.0,0.95
1520538895,15050.0,-0.02
1521473869,20650.0,0.92
1528880406,18550.0,-0.79
1531739119,16450.0,0.87
1534049106,19950.0,0.81
1537421106,15050.0,0.52
1557913292,20650.0,0.3
1563054366,11550.0,-0.09
1565478374,16450.0,-0.26
1580184631,12950.0,0.92
1600700688,24150.0,0.38
1603034696,36050.0,0.5
1608357115,20650.0,0.78
1613349842,27650.0,0.31
1619526708,24150.0,0.21
1653183973,15750.0,0.33
1668877416,11550.0,0.69
1673345400,12250.0,-0.41
1675777364,14350.0,0.98
1697348058,24150.0,0.77
1704567841,18550.0,0.58
1723462104,12950.0,0.28
1846497242,18550.0,0.07
1855572122,17150.0,0.23
1864291188,31150.0,0.41
1864480730,17850.0,0.21
1876030920,12950.0,0.31
1887602749,12250.0,0.79
1889702970,12250.0,0.45
1915659048,17150.0,-0.25
1930391958,15750.0,0.43
1930864158,12950.0,0.5
1937441166,20650.0,0.88
1954238774,12250.0,0.09
1967355474,7350.0,0.08
1974659378,24850.0,0.79
2152465694,30450.0,0.27
2161308518,22050.0,-0.24
2174621246,11550.0,0.03
2176269728,32550.0,0.16
2178566736,19250.0,1.0
2181143045,31150.0,0.13
2185110590,15050.0,0.66
2191145552,12250.0,0.89
2192840281,12250.0,0.0
2228724821,17150.0,-0.08
2234988734,15750.0,-0.02
2237432778,15050.0,0.25
2254725482,17150.0,0.48
2258047837,13650.0,-0.19
2262749897,17150.0,-0.12
2264056631,15050.0,0.37
2338379621,12950.0,0.15
2368959053,14350.0,0.0
2378565310,17850.0,0.19
2378688757,11550.0,0.71
2378742043,13650.0,0.4
2390457953,31150.0,0.23
2393505477,11550.0,0.0
2395473628,12950.0,0.87
2418177299,22050.0,-0.25
2422475431,19250.0,0.94
2423754732,12250.0,-0.02
2428882420,10850.0,-0.31
2432151422,16450.0,0.58
